antecedents	consequents	antecedent support	consequent support	support	confidence	lift	leverage	conviction	zhangs_metric
frozenset({'PReNet', 'RePEN', 'DeepSAD', 'DevNet'})	frozenset({'Success'})	0.016749926535409933	0.9297678518953865	0.016749926535409933	1.0	1.0755372945638433	0.0011763833211763074	inf	0.07142857142857142
frozenset({'PReNet', 'DeepSAD', 'Quartile'})	frozenset({'Success'})	0.016749926535409933	0.9297678518953865	0.016749926535409933	1.0	1.0755372945638433	0.0011763833211763074	inf	0.07142857142857142
frozenset({'RCA', 'DeepSAD', 'GOAD', 'RoSAS', 'RePEN'})	frozenset({'Success'})	0.012342051131354687	0.9297678518953865	0.012342051131354687	1.0	1.0755372945638433	0.0008668087629720156	inf	0.07110978875334718
frozenset({'PReNet', 'DeepSAD'})	frozenset({'Success'})	0.016896855715545108	0.9297678518953865	0.016896855715545108	1.0	1.0755372945638433	0.00118670247311645	inf	0.0714392467493648
frozenset({'PReNet', 'RCA', 'DeepSAD', 'RePEN'})	frozenset({'Success'})	0.016749926535409933	0.9297678518953865	0.016749926535409933	1.0	1.0755372945638433	0.0011763833211763074	inf	0.07142857142857142
frozenset({'RoSAS', 'PReNet', 'DeepSAD', 'Quartile'})	frozenset({'Success'})	0.016749926535409933	0.9297678518953865	0.016749926535409933	1.0	1.0755372945638433	0.0011763833211763074	inf	0.07142857142857142
frozenset({'PReNet', 'DevNet', 'DeepSAD', 'Quartile'})	frozenset({'Success'})	0.016749926535409933	0.9297678518953865	0.016749926535409933	1.0	1.0755372945638433	0.0011763833211763074	inf	0.07142857142857142
frozenset({'RCA', 'DeepSAD', 'DevNet', 'PReNet', 'RePEN'})	frozenset({'Success'})	0.016749926535409933	0.9297678518953865	0.016749926535409933	1.0	1.0755372945638433	0.0011763833211763074	inf	0.07142857142857142
frozenset({'RCA', 'DeepSAD', 'PReNet', 'RoSAS', 'RePEN'})	frozenset({'Success'})	0.016749926535409933	0.9297678518953865	0.016749926535409933	1.0	1.0755372945638433	0.0011763833211763074	inf	0.07142857142857142
frozenset({'RoSAS', 'PReNet', 'DeepSAD', 'DevNet'})	frozenset({'Success'})	0.016749926535409933	0.9297678518953865	0.016749926535409933	1.0	1.0755372945638433	0.0011763833211763074	inf	0.07142857142857142
frozenset({'DeepSAD', 'GOAD', 'Quartile', 'RoSAS', 'RePEN'})	frozenset({'Success'})	0.012342051131354687	0.9297678518953865	0.012342051131354687	1.0	1.0755372945638433	0.0008668087629720156	inf	0.07110978875334718
frozenset({'PReNet', 'DeepSAD', 'RoSAS'})	frozenset({'Success'})	0.016749926535409933	0.9297678518953865	0.016749926535409933	1.0	1.0755372945638433	0.0011763833211763074	inf	0.07142857142857142
frozenset({'RCA', 'DeepSAD', 'Quartile', 'PReNet', 'RePEN'})	frozenset({'Success'})	0.016749926535409933	0.9297678518953865	0.016749926535409933	1.0	1.0755372945638433	0.0011763833211763074	inf	0.07142857142857142
frozenset({'DeepSAD', 'PReNet', 'RePEN'})	frozenset({'Success'})	0.016749926535409933	0.9297678518953865	0.016749926535409933	1.0	1.0755372945638433	0.0011763833211763074	inf	0.07142857142857142
frozenset({'RePEN', 'RCA', 'DeepSAD', 'Quartile'})	frozenset({'Success'})	0.020129297678518954	0.9297678518953865	0.020129297678518954	1.0	1.0755372945638433	0.0014137238157995967	inf	0.07167491378017692
frozenset({'PReNet', 'RCA', 'DeepSAD', 'Quartile'})	frozenset({'Success'})	0.016749926535409933	0.9297678518953865	0.016749926535409933	1.0	1.0755372945638433	0.0011763833211763074	inf	0.07142857142857142
frozenset({'PReNet', 'RePEN', 'DeepSAD', 'RoSAS'})	frozenset({'Success'})	0.016749926535409933	0.9297678518953865	0.016749926535409933	1.0	1.0755372945638433	0.0011763833211763074	inf	0.07142857142857142
frozenset({'PReNet', 'RCA', 'DeepSAD', 'RoSAS'})	frozenset({'Success'})	0.016749926535409933	0.9297678518953865	0.016749926535409933	1.0	1.0755372945638433	0.0011763833211763074	inf	0.07142857142857142
frozenset({'PReNet', 'RePEN', 'DeepSAD', 'Quartile'})	frozenset({'Success'})	0.016749926535409933	0.9297678518953865	0.016749926535409933	1.0	1.0755372945638433	0.0011763833211763074	inf	0.07142857142857142
frozenset({'PReNet', 'RCA', 'DeepSAD'})	frozenset({'Success'})	0.016749926535409933	0.9297678518953865	0.016749926535409933	1.0	1.0755372945638433	0.0011763833211763074	inf	0.07142857142857142
frozenset({'PReNet', 'RCA', 'DeepSAD', 'DevNet'})	frozenset({'Success'})	0.016749926535409933	0.9297678518953865	0.016749926535409933	1.0	1.0755372945638433	0.0011763833211763074	inf	0.07142857142857142
frozenset({'PReNet', 'DeepSAD', 'DevNet'})	frozenset({'Success'})	0.016749926535409933	0.9297678518953865	0.016749926535409933	1.0	1.0755372945638433	0.0011763833211763074	inf	0.07142857142857142
frozenset({'RCA', 'DeepSAD', 'Quartile', 'PReNet', 'RoSAS'})	frozenset({'Success'})	0.016749926535409933	0.9297678518953865	0.016749926535409933	1.0	1.0755372945638433	0.0011763833211763074	inf	0.07142857142857142
frozenset({'DeepSAD', 'Quartile', 'DevNet', 'PReNet', 'RoSAS', 'RePEN'})	frozenset({'Success'})	0.016749926535409933	0.9297678518953865	0.016749926535409933	1.0	1.0755372945638433	0.0011763833211763074	inf	0.07142857142857142
frozenset({'DeepSAD', 'DevNet', 'PReNet', 'RoSAS', 'RePEN'})	frozenset({'Success'})	0.016749926535409933	0.9297678518953865	0.016749926535409933	1.0	1.0755372945638433	0.0011763833211763074	inf	0.07142857142857142
