support	itemsets
0.002	frozenset({'SLAD', 'RePEN', 'ICL'})
0.002	frozenset({'DeepSVDD', 'Z_score', 'RePEN', 'Quartile', 'RCA', 'Success'})
0.002	frozenset({'SLAD', 'RoSAS', 'RePEN'})
0.002	frozenset({'PReNet', 'SLAD', 'RePEN'})
0.002	frozenset({'Success', 'Quartile', 'DeepSVDD'})
0.002	frozenset({'Quartile', 'Z_score'})
0.002	frozenset({'RCA', 'Quartile', 'DeepSAD'})
0.002	frozenset({'Success', 'Z_score', 'DeepSVDD'})
0.002	frozenset({'Success', 'Z_score', 'RePEN'})
0.002	frozenset({'Quartile', 'Z_score', 'RePEN'})
0.002	frozenset({'NeuTraL', 'Success', 'RCA'})
0.002	frozenset({'DeepSVDD', 'SLAD', 'GOAD', 'Success', 'ICL'})
0.002	frozenset({'Quartile', 'Z_score', 'Success'})
0.002	frozenset({'Success', 'Quartile', 'RePEN', 'DeepSAD'})
0.002	frozenset({'Z_score', 'Success'})
0.002	frozenset({'PReNet', 'SLAD', 'Success', 'RePEN'})
0.002	frozenset({'Success', 'SLAD', 'RoSAS', 'RePEN'})
0.002	frozenset({'Success', 'Quartile', 'Z_score', 'RePEN'})
0.002	frozenset({'PReNet', 'SLAD', 'RePEN', 'DeepSAD'})
0.002	frozenset({'PReNet', 'RoSAS', 'ICL'})
0.002	frozenset({'PReNet', 'RePEN', 'DeepSAD', 'SLAD', 'Success'})
0.002	frozenset({'Z_score', 'RePEN', 'RCA'})
0.002	frozenset({'SLAD', 'RePEN', 'Success', 'ICL'})
0.002	frozenset({'PReNet', 'RoSAS', 'Success', 'ICL'})
0.002	frozenset({'Quartile', 'Z_score', 'Success', 'RCA'})
0.002	frozenset({'PReNet', 'RoSAS', 'Success', 'RCA'})
0.002	frozenset({'Z_score', 'RePEN'})
0.002	frozenset({'RCA', 'Quartile', 'Success', 'DeepSAD'})
0.002	frozenset({'RoSAS', 'DevNet', 'PReNet', 'Success', 'ICL'})
0.002	frozenset({'SLAD', 'GOAD', 'DeepSVDD', 'ICL'})
0.002	frozenset({'Success', 'Quartile', 'Z_score', 'DeepSVDD'})
0.002	frozenset({'Z_score', 'DeepSVDD'})
0.002	frozenset({'Quartile', 'DeepSVDD'})
0.002	frozenset({'PReNet', 'Success', 'DevNet', 'DeepSVDD'})
0.002	frozenset({'DevNet', 'DeepSVDD', 'PReNet', 'RePEN', 'Success'})
0.002	frozenset({'PReNet', 'DevNet', 'DeepSVDD', 'DeepSAD'})
0.002	frozenset({'DeepSVDD', 'PReNet', 'RePEN', 'DeepSAD', 'Success'})
0.002	frozenset({'RePEN', 'DeepSAD', 'Quartile', 'RCA', 'Success'})
0.002	frozenset({'DeepSVDD', 'Z_score', 'RePEN', 'Quartile', 'Success'})
0.002	frozenset({'RoSAS', 'RePEN', 'DeepSAD', 'RCA', 'Success'})
0.002	frozenset({'Quartile', 'DeepSVDD', 'RCA'})
0.002	frozenset({'Z_score', 'DeepSVDD', 'RCA'})
0.002	frozenset({'PReNet', 'DevNet', 'DeepSVDD', 'RCA'})
0.002	frozenset({'DevNet', 'DeepSVDD', 'PReNet', 'DeepSAD', 'Success'})
0.002	frozenset({'Z_score'})
0.002	frozenset({'Success', 'RePEN', 'Z_score', 'DeepSVDD'})
0.002	frozenset({'Success', 'Quartile', 'RePEN', 'DeepSVDD'})
0.002	frozenset({'Quartile', 'RePEN', 'Z_score', 'DeepSVDD'})
0.002	frozenset({'PReNet', 'Success', 'RePEN', 'DeepSVDD'})
0.002	frozenset({'RePEN', 'DeepSAD', 'RCA', 'SLAD', 'DevNet'})
0.002	frozenset({'DevNet', 'RePEN', 'RCA', 'SLAD', 'Success'})
0.002	frozenset({'PReNet', 'RePEN', 'DeepSVDD'})
0.002	frozenset({'RoSAS', 'RePEN', 'DeepSAD', 'RCA', 'DevNet'})
0.002	frozenset({'PReNet', 'RePEN', 'DeepSVDD', 'DeepSAD'})
0.002	frozenset({'Quartile', 'RePEN', 'DeepSVDD'})
0.002	frozenset({'Success', 'DeepSVDD', 'PReNet', 'RePEN', 'DeepSAD', 'RCA', 'DevNet'})
0.002	frozenset({'PReNet', 'RePEN', 'DevNet', 'DeepSVDD'})
0.002	frozenset({'RePEN', 'Z_score', 'DeepSVDD'})
0.002	frozenset({'Quartile', 'Z_score', 'DeepSVDD', 'RCA'})
0.002	frozenset({'Success', 'Quartile', 'DeepSVDD', 'RCA'})
0.002	frozenset({'NeuTraL', 'RCA'})
0.002	frozenset({'Success', 'RoSAS', 'RePEN', 'DeepSAD', 'RCA', 'DevNet'})
0.002	frozenset({'SLAD', 'DevNet', 'RePEN', 'RCA'})
0.002	frozenset({'Success', 'RePEN', 'DeepSAD', 'RCA', 'SLAD', 'DevNet'})
0.002	frozenset({'DeepSVDD', 'PReNet', 'RePEN', 'RCA', 'Success'})
0.002	frozenset({'DeepSVDD', 'Z_score', 'RePEN', 'Quartile', 'RCA'})
0.002	frozenset({'DeepSVDD', 'Z_score', 'RePEN', 'RCA', 'Success'})
0.002	frozenset({'Success', 'DeepSVDD', 'PReNet', 'DeepSAD', 'RCA', 'DevNet'})
0.002	frozenset({'Success', 'Z_score', 'RePEN', 'RCA'})
0.002	frozenset({'GOAD', 'RoSAS', 'NeuTraL'})
0.002	frozenset({'Quartile', 'Z_score', 'RePEN', 'RCA'})
0.002	frozenset({'DeepSVDD', 'PReNet', 'DeepSAD', 'RCA', 'DevNet'})
0.002	frozenset({'DevNet', 'DeepSVDD', 'PReNet', 'RCA', 'Success'})
0.002	frozenset({'Success', 'DeepSVDD', 'PReNet', 'RePEN', 'DeepSAD', 'DevNet'})
0.002	frozenset({'RCA', 'Quartile', 'RePEN', 'DeepSAD'})
0.002	frozenset({'RCA', 'RoSAS', 'RePEN', 'DeepSAD'})
0.002	frozenset({'Z_score', 'RCA'})
0.002	frozenset({'DeepSVDD', 'Z_score', 'Quartile', 'RCA', 'Success'})
0.002	frozenset({'DeepSVDD', 'RePEN', 'Quartile', 'RCA', 'Success'})
0.002	frozenset({'Quartile', 'RePEN', 'DeepSVDD', 'RCA'})
0.002	frozenset({'DeepSVDD', 'PReNet', 'RePEN', 'DeepSAD', 'DevNet'})
0.002	frozenset({'PReNet', 'DevNet', 'DeepSVDD'})
0.002	frozenset({'GOAD', 'RoSAS', 'NeuTraL', 'Success'})
0.002	frozenset({'Z_score', 'RePEN', 'Quartile', 'RCA', 'Success'})
0.002	frozenset({'PReNet', 'RePEN', 'DeepSVDD', 'RCA'})
0.002	frozenset({'RePEN', 'Z_score', 'DeepSVDD', 'RCA'})
0.0015	frozenset({'SLAD', 'RoSAS', 'RCA'})
0.0015	frozenset({'PReNet', 'RePEN', 'DeepSAD', 'SLAD', 'DevNet'})
0.0015	frozenset({'RoSAS', 'DevNet', 'NeuTraL', 'ICL'})
0.0015	frozenset({'RoSAS', 'RePEN', 'RCA', 'SLAD', 'Success'})
0.0015	frozenset({'RoSAS', 'ICL', 'DevNet', 'DeepSAD'})
0.0015	frozenset({'RoSAS', 'DevNet', 'PReNet', 'RCA', 'Success'})
0.0015	frozenset({'PReNet', 'DeepSAD', 'RCA', 'SLAD', 'DevNet'})
0.0015	frozenset({'PReNet', 'SLAD', 'RCA'})
0.0015	frozenset({'DevNet', 'PReNet', 'RCA', 'SLAD', 'Success'})
0.0015	frozenset({'PReNet', 'DeepSAD', 'RCA', 'SLAD', 'Success'})
0.0015	frozenset({'RoSAS', 'ICL', 'Success', 'DeepSAD'})
0.0015	frozenset({'DeepSAD', 'RCA', 'SLAD', 'Success', 'ICL'})
0.0015	frozenset({'RoSAS', 'DevNet', 'PReNet', 'RePEN', 'Success'})
0.0015	frozenset({'DevNet', 'PReNet', 'RePEN', 'SLAD', 'Success'})
0.0015	frozenset({'DevNet', 'DeepSAD', 'SLAD', 'Success', 'ICL'})
0.0015	frozenset({'RePEN', 'RCA', 'SLAD', 'Success', 'ICL'})
0.0015	frozenset({'NeuTraL', 'DeepSVDD', 'ICL'})
0.0015	frozenset({'SLAD', 'RoSAS', 'Success', 'DeepSAD'})
0.0015	frozenset({'PReNet', 'SLAD', 'Success', 'RCA'})
0.0015	frozenset({'SLAD', 'DevNet', 'NeuTraL'})
0.0015	frozenset({'SLAD', 'RoSAS', 'DevNet'})
0.0015	frozenset({'SLAD', 'RoSAS', 'DeepSAD'})
0.0015	frozenset({'RoSAS', 'ICL', 'DeepSAD'})
0.0015	frozenset({'PReNet', 'SLAD', 'DevNet', 'RePEN'})
0.0015	frozenset({'NeuTraL', 'RePEN'})
0.0015	frozenset({'PReNet', 'RoSAS', 'DevNet', 'RCA'})
0.0015	frozenset({'SLAD', 'RoSAS', 'Success', 'RCA'})
0.0015	frozenset({'PReNet', 'RoSAS', 'DevNet', 'RePEN'})
0.0015	frozenset({'RoSAS', 'DevNet', 'DeepSAD', 'SLAD', 'Success'})
0.0015	frozenset({'PReNet', 'SLAD', 'DevNet', 'RCA'})
0.0015	frozenset({'RCA', 'SLAD', 'ICL', 'DeepSAD'})
0.0015	frozenset({'SLAD', 'RoSAS', 'RePEN', 'RCA'})
0.0015	frozenset({'SLAD', 'ICL', 'RePEN', 'RCA'})
0.0015	frozenset({'Success', 'PReNet', 'DeepSAD', 'RCA', 'SLAD', 'DevNet'})
0.0015	frozenset({'Success', 'PReNet', 'RePEN', 'DeepSAD', 'SLAD', 'DevNet'})
0.0015	frozenset({'SLAD', 'RoSAS', 'ICL'})
0.0015	frozenset({'RCA', 'SLAD', 'PReNet', 'DeepSAD'})
0.0015	frozenset({'RoSAS', 'DevNet', 'DeepSAD', 'Success', 'ICL'})
0.0015	frozenset({'SLAD', 'ICL', 'DevNet', 'DeepSAD'})
0.0015	frozenset({'PReNet', 'RoSAS', 'RePEN'})
0.0015	frozenset({'RoSAS', 'DevNet', 'NeuTraL', 'Success', 'ICL'})
0.0015	frozenset({'SLAD', 'RoSAS', 'DevNet', 'DeepSAD'})
0.0015	frozenset({'Success', 'NeuTraL', 'RePEN'})
0.0015	frozenset({'SLAD', 'RoSAS', 'Success', 'ICL'})
0.0015	frozenset({'SLAD', 'DevNet', 'NeuTraL', 'Success'})
0.0015	frozenset({'PReNet', 'Success', 'RoSAS', 'RePEN'})
0.0015	frozenset({'SLAD', 'RoSAS', 'DevNet', 'Success'})
0.001	frozenset({'RoSAS', 'PReNet', 'DeepSAD', 'Success', 'ICL'})
0.001	frozenset({'Success', 'RePEN', 'DeepSAD', 'Quartile', 'RCA', 'DevNet'})
0.001	frozenset({'RoSAS', 'PReNet', 'RePEN', 'RCA', 'Success'})
0.001	frozenset({'PReNet', 'RePEN', 'DeepSAD', 'RCA', 'SLAD', 'Success'})
0.001	frozenset({'DeepSAD', 'RCA', 'SLAD', 'DevNet', 'ICL'})
0.001	frozenset({'Success', 'PReNet', 'RePEN', 'RCA', 'SLAD', 'DevNet'})
0.001	frozenset({'DevNet', 'RCA', 'SLAD', 'Success', 'ICL'})
0.001	frozenset({'RoSAS', 'RePEN', 'DeepSAD', 'RCA', 'SLAD', 'Success'})
0.001	frozenset({'Success', 'RoSAS', 'PReNet', 'RePEN', 'RCA', 'DevNet'})
0.001	frozenset({'RoSAS', 'DeepSAD', 'RCA', 'SLAD', 'DevNet'})
0.001	frozenset({'Success', 'RoSAS', 'RePEN', 'RCA', 'SLAD', 'DevNet'})
0.001	frozenset({'PReNet', 'RePEN', 'DeepSAD', 'RCA', 'SLAD', 'DevNet'})
0.001	frozenset({'RoSAS', 'DeepSVDD', 'RCA'})
0.001	frozenset({'RoSAS', 'DevNet', 'RCA', 'SLAD', 'Success'})
0.001	frozenset({'RoSAS', 'RePEN', 'DeepSAD', 'RCA', 'SLAD', 'DevNet'})
0.001	frozenset({'DeepSVDD', 'Z_score', 'RePEN', 'DeepSAD', 'Quartile', 'Success'})
0.001	frozenset({'Z_score', 'RePEN', 'DeepSAD', 'RCA', 'Success'})
0.001	frozenset({'Z_score', 'RePEN', 'DeepSAD', 'Quartile', 'RCA'})
0.001	frozenset({'Z_score', 'RePEN', 'DeepSAD', 'Quartile', 'RCA', 'Success'})
0.001	frozenset({'Success', 'RoSAS', 'DeepSVDD', 'RePEN', 'DeepSAD', 'DevNet'})
0.001	frozenset({'Success', 'PReNet', 'RePEN', 'DeepSAD', 'RCA', 'SLAD', 'DevNet'})
0.001	frozenset({'Success', 'RoSAS', 'RePEN', 'DeepSAD', 'RCA', 'SLAD', 'DevNet'})
0.001	frozenset({'DeepSVDD', 'Z_score', 'RePEN', 'DeepSAD', 'Quartile', 'RCA', 'Success'})
0.001	frozenset({'Success', 'RoSAS', 'DeepSVDD', 'RePEN', 'DeepSAD', 'RCA', 'DevNet'})
0.001	frozenset({'Success', 'DeepSVDD', 'RePEN', 'DeepSAD', 'RCA', 'DevNet', 'ICL'})
0.001	frozenset({'Success', 'DeepSVDD', 'RePEN', 'DeepSAD', 'RCA', 'SLAD', 'DevNet'})
0.001	frozenset({'Success', 'RoSAS', 'PReNet', 'DeepSAD', 'DevNet', 'ICL'})
0.001	frozenset({'RePEN', 'DeepSAD', 'Quartile', 'RCA', 'DevNet'})
0.001	frozenset({'RoSAS', 'RePEN', 'DeepSVDD'})
0.001	frozenset({'Success', 'PReNet', 'DeepSAD', 'SLAD', 'DevNet', 'ICL'})
0.001	frozenset({'Success', 'RoSAS', 'PReNet', 'RePEN', 'DeepSAD', 'DevNet'})
0.001	frozenset({'RoSAS', 'PReNet', 'RePEN', 'RCA', 'DevNet'})
0.001	frozenset({'Success', 'RoSAS', 'RePEN', 'DeepSAD', 'SLAD', 'DevNet'})
0.001	frozenset({'Success', 'RoSAS', 'PReNet', 'DeepSAD', 'RCA', 'DevNet'})
0.001	frozenset({'DevNet', 'RePEN', 'Quartile', 'RCA', 'Success'})
0.001	frozenset({'Success', 'RoSAS', 'DeepSAD', 'RCA', 'SLAD', 'DevNet'})
0.001	frozenset({'Success', 'DeepSAD', 'RCA', 'SLAD', 'DevNet', 'ICL'})
0.001	frozenset({'RoSAS', 'DeepSAD', 'RCA', 'SLAD', 'Success'})
0.001	frozenset({'DeepSVDD', 'Z_score', 'DeepSAD', 'Quartile', 'RCA', 'Success'})
0.001	frozenset({'Success', 'DeepSVDD', 'RePEN', 'DeepSAD', 'DevNet', 'ICL'})
0.001	frozenset({'Success', 'DeepSVDD', 'RePEN', 'RCA', 'SLAD', 'DevNet'})
0.001	frozenset({'Z_score', 'DeepSAD'})
0.001	frozenset({'RoSAS', 'DeepSVDD', 'RePEN', 'DeepSAD', 'RCA', 'DevNet'})
0.001	frozenset({'RoSAS', 'DevNet', 'RePEN', 'SLAD', 'Success'})
0.001	frozenset({'Success', 'DeepSVDD', 'RePEN', 'RCA', 'DevNet', 'ICL'})
0.001	frozenset({'DeepSVDD', 'RePEN', 'DeepSAD', 'RCA', 'DevNet', 'ICL'})
0.001	frozenset({'RoSAS', 'RePEN', 'DeepSAD', 'SLAD', 'Success'})
0.001	frozenset({'GOAD', 'ICL', 'RCA'})
0.001	frozenset({'Quartile', 'ICL'})
0.001	frozenset({'SLAD', 'DevNet', 'DeepSVDD'})
0.001	frozenset({'NeuTraL', 'DeepSVDD', 'RCA'})
0.001	frozenset({'RoSAS', 'PReNet', 'RePEN', 'DeepSAD', 'DevNet'})
0.001	frozenset({'PReNet', 'DeepSAD', 'SLAD', 'DevNet', 'ICL'})
0.001	frozenset({'DeepSVDD', 'RePEN', 'DeepSAD', 'RCA', 'SLAD', 'DevNet'})
0.001	frozenset({'Z_score', 'RePEN', 'DeepSAD', 'Quartile', 'Success'})
0.001	frozenset({'RePEN', 'RCA', 'SLAD', 'GOAD', 'Success', 'ICL'})
0.001	frozenset({'RoSAS', 'PReNet', 'RePEN', 'DeepSAD', 'Success'})
0.001	frozenset({'Quartile', 'DevNet'})
0.001	frozenset({'DevNet', 'RePEN', 'DeepSAD', 'Quartile', 'Success'})
0.001	frozenset({'Success', 'RoSAS', 'DeepSVDD', 'RePEN', 'RCA', 'DevNet'})
0.001	frozenset({'RoSAS', 'DeepSVDD', 'RePEN', 'DeepSAD', 'RCA', 'Success'})
0.001	frozenset({'DeepSVDD', 'Z_score', 'RePEN', 'DeepSAD', 'Quartile', 'RCA'})
0.001	frozenset({'DeepSVDD', 'RePEN', 'DeepSAD', 'Quartile', 'RCA', 'Success'})
0.001	frozenset({'Success', 'DeepSVDD', 'RePEN', 'DeepSAD', 'SLAD', 'DevNet'})
0.001	frozenset({'RoSAS', 'DevNet', 'DeepSAD', 'NeuTraL', 'Success'})
0.001	frozenset({'Success', 'RoSAS', 'DeepSVDD', 'DeepSAD', 'RCA', 'DevNet'})
0.001	frozenset({'GOAD', 'RoSAS', 'RePEN'})
0.001	frozenset({'RoSAS', 'PReNet', 'DeepSAD', 'RCA', 'DevNet'})
0.001	frozenset({'GOAD', 'RePEN', 'ICL'})
0.001	frozenset({'DevNet', 'DeepSAD', 'Quartile', 'RCA', 'Success'})
0.001	frozenset({'DeepSVDD', 'PReNet', 'DeepSAD', 'RCA', 'Success', 'ICL'})
0.001	frozenset({'Success', 'DeepSVDD', 'DeepSAD', 'RCA', 'DevNet', 'ICL'})
0.001	frozenset({'DevNet', 'DeepSAD', 'NeuTraL', 'SLAD', 'Success'})
0.001	frozenset({'PReNet', 'DeepSAD', 'SLAD', 'Success', 'ICL'})
0.001	frozenset({'RoSAS', 'PReNet', 'DeepSAD', 'DevNet', 'ICL'})
0.001	frozenset({'RoSAS', 'PReNet', 'DeepSAD', 'RCA', 'Success'})
0.001	frozenset({'Z_score', 'DeepSAD', 'Quartile', 'RCA', 'Success'})
0.001	frozenset({'RoSAS', 'RePEN', 'DeepSAD', 'SLAD', 'DevNet'})
0.001	frozenset({'Success', 'DeepSVDD', 'DeepSAD', 'RCA', 'SLAD', 'DevNet'})
0.001	frozenset({'DeepSVDD', 'Z_score', 'RePEN', 'DeepSAD', 'RCA', 'Success'})
0.001	frozenset({'SLAD', 'RePEN', 'DevNet', 'DeepSVDD'})
0.001	frozenset({'RoSAS', 'DeepSVDD', 'RePEN', 'RCA', 'DevNet'})
0.001	frozenset({'DevNet', 'DeepSVDD', 'ICL'})
0.001	frozenset({'SLAD', 'RoSAS', 'DevNet', 'RCA'})
0.001	frozenset({'Quartile', 'Z_score', 'DeepSAD'})
0.001	frozenset({'RCA', 'NeuTraL', 'Success', 'DeepSAD'})
0.001	frozenset({'DevNet', 'NeuTraL', 'Success', 'RCA'})
0.001	frozenset({'Z_score', 'Success', 'DeepSAD'})
0.001	frozenset({'RCA', 'SLAD', 'RoSAS', 'DeepSAD'})
0.001	frozenset({'GOAD', 'ICL', 'RePEN', 'RCA'})
0.001	frozenset({'SLAD', 'ICL', 'DevNet', 'RCA'})
0.001	frozenset({'Quartile', 'Z_score', 'RePEN', 'DeepSAD'})
0.001	frozenset({'SLAD', 'GOAD', 'ICL', 'RCA'})
0.001	frozenset({'GOAD', 'ICL', 'Success', 'RCA'})
0.001	frozenset({'PReNet', 'RoSAS', 'RePEN', 'RCA'})
0.001	frozenset({'SLAD', 'GOAD', 'RePEN', 'ICL'})
0.001	frozenset({'RCA', 'Z_score', 'RePEN', 'DeepSAD'})
0.001	frozenset({'SLAD', 'GOAD', 'RoSAS', 'RePEN'})
0.001	frozenset({'RCA', 'Quartile', 'DevNet', 'DeepSAD'})
0.001	frozenset({'Quartile', 'DevNet', 'Success'})
0.001	frozenset({'Quartile', 'DevNet', 'DeepSAD'})
0.001	frozenset({'Quartile', 'DevNet', 'Success', 'RCA'})
0.001	frozenset({'RCA', 'RoSAS', 'PReNet', 'DeepSAD'})
0.001	frozenset({'RoSAS', 'NeuTraL', 'DeepSAD'})
0.001	frozenset({'PReNet', 'DevNet', 'NeuTraL'})
0.001	frozenset({'RCA', 'Quartile', 'Z_score', 'DeepSAD'})
0.001	frozenset({'RCA', 'Z_score', 'Success', 'DeepSAD'})
0.001	frozenset({'Quartile', 'Success', 'ICL'})
0.001	frozenset({'SLAD', 'RoSAS', 'DevNet', 'RePEN'})
0.001	frozenset({'SLAD', 'RoSAS', 'RePEN', 'DeepSAD'})
0.001	frozenset({'Quartile', 'ICL', 'DeepSAD'})
0.001	frozenset({'SLAD', 'NeuTraL', 'DeepSAD'})
0.001	frozenset({'Success', 'DevNet', 'NeuTraL', 'RePEN'})
0.001	frozenset({'Quartile', 'DevNet', 'RePEN', 'DeepSAD'})
0.001	frozenset({'Success', 'Quartile', 'DevNet', 'RePEN'})
0.001	frozenset({'GOAD', 'RePEN', 'Success', 'ICL'})
0.001	frozenset({'Quartile', 'DevNet', 'RePEN', 'RCA'})
0.001	frozenset({'Success', 'GOAD', 'RoSAS', 'RePEN'})
0.001	frozenset({'DevNet', 'ICL', 'DeepSVDD', 'DeepSAD'})
0.001	frozenset({'RePEN', 'DevNet', 'DeepSVDD', 'ICL'})
0.001	frozenset({'Success', 'RoSAS', 'DeepSVDD', 'RCA'})
0.001	frozenset({'RoSAS', 'RePEN', 'DevNet', 'DeepSVDD'})
0.001	frozenset({'RCA', 'Z_score', 'DeepSVDD', 'DeepSAD'})
0.001	frozenset({'RoSAS', 'RePEN', 'DeepSVDD', 'DeepSAD'})
0.001	frozenset({'Quartile', 'RePEN', 'DeepSVDD', 'DeepSAD'})
0.001	frozenset({'RePEN', 'Z_score', 'DeepSVDD', 'DeepSAD'})
0.001	frozenset({'RCA', 'Quartile', 'DeepSVDD', 'DeepSAD'})
0.001	frozenset({'Success', 'RoSAS', 'RePEN', 'DeepSVDD'})
0.001	frozenset({'RCA', 'RoSAS', 'DeepSVDD', 'DeepSAD'})
0.001	frozenset({'SLAD', 'DevNet', 'DeepSVDD', 'DeepSAD'})
0.001	frozenset({'Success', 'SLAD', 'DevNet', 'DeepSVDD'})
0.001	frozenset({'RoSAS', 'DevNet', 'DeepSVDD', 'RCA'})
0.001	frozenset({'Success', 'NeuTraL', 'DeepSVDD', 'ICL'})
0.001	frozenset({'Success', 'DevNet', 'DeepSVDD', 'ICL'})
0.001	frozenset({'GOAD', 'RoSAS', 'NeuTraL', 'ICL'})
0.001	frozenset({'PReNet', 'ICL', 'DeepSVDD', 'DeepSAD'})
0.001	frozenset({'Success', 'NeuTraL', 'DeepSVDD', 'RCA'})
0.001	frozenset({'PReNet', 'Success', 'DeepSVDD', 'ICL'})
0.001	frozenset({'PReNet', 'ICL', 'DeepSVDD', 'RCA'})
0.001	frozenset({'DevNet', 'ICL', 'DeepSVDD', 'RCA'})
0.001	frozenset({'Success', 'RoSAS', 'DevNet', 'DeepSVDD'})
0.001	frozenset({'Success', 'RoSAS', 'DeepSVDD', 'DeepSAD'})
0.001	frozenset({'Quartile', 'Z_score', 'DeepSVDD', 'DeepSAD'})
0.001	frozenset({'Success', 'Quartile', 'DeepSVDD', 'DeepSAD'})
0.001	frozenset({'Success', 'Z_score', 'DeepSVDD', 'DeepSAD'})
0.001	frozenset({'SLAD', 'DevNet', 'DeepSVDD', 'RCA'})
0.001	frozenset({'PReNet', 'SLAD', 'RePEN', 'RCA'})
0.001	frozenset({'RoSAS', 'RePEN', 'DeepSVDD', 'RCA'})
0.001	frozenset({'Success', 'NeuTraL', 'RePEN', 'RCA'})
0.001	frozenset({'PReNet', 'RoSAS', 'RePEN', 'DeepSAD'})
0.001	frozenset({'Success', 'Z_score', 'RePEN', 'DeepSAD'})
0.001	frozenset({'PReNet', 'RePEN', 'RCA', 'SLAD', 'Success'})
0.001	frozenset({'DeepSVDD', 'Z_score', 'DeepSAD', 'Quartile', 'RCA'})
0.001	frozenset({'DevNet', 'DeepSVDD', 'RePEN', 'Success', 'ICL'})
0.001	frozenset({'DeepSVDD', 'RePEN', 'DeepSAD', 'DevNet', 'ICL'})
0.001	frozenset({'DevNet', 'DeepSVDD', 'RePEN', 'SLAD', 'Success'})
0.001	frozenset({'DeepSVDD', 'RePEN', 'DeepSAD', 'SLAD', 'DevNet'})
0.001	frozenset({'DeepSVDD', 'Z_score', 'DeepSAD', 'RCA', 'Success'})
0.001	frozenset({'DeepSVDD', 'DeepSAD', 'Quartile', 'RCA', 'Success'})
0.001	frozenset({'RoSAS', 'DeepSVDD', 'DeepSAD', 'RCA', 'Success'})
0.001	frozenset({'Z_score', 'RePEN', 'DeepSAD'})
0.001	frozenset({'RoSAS', 'DevNet', 'DeepSVDD', 'RCA', 'Success'})
0.001	frozenset({'RoSAS', 'DeepSVDD', 'DeepSAD'})
0.001	frozenset({'RoSAS', 'DeepSVDD', 'DeepSAD', 'RCA', 'DevNet'})
0.001	frozenset({'DeepSVDD', 'PReNet', 'RCA', 'Success', 'ICL'})
0.001	frozenset({'DeepSVDD', 'PReNet', 'DeepSAD', 'RCA', 'ICL'})
0.001	frozenset({'DevNet', 'DeepSVDD', 'RCA', 'Success', 'ICL'})
0.001	frozenset({'RoSAS', 'DevNet', 'DeepSVDD'})
0.001	frozenset({'RoSAS', 'DeepSVDD', 'RePEN', 'DeepSAD', 'DevNet'})
0.001	frozenset({'RoSAS', 'DevNet', 'DeepSVDD', 'RePEN', 'Success'})
0.001	frozenset({'RoSAS', 'DeepSVDD', 'RePEN', 'DeepSAD', 'Success'})
0.001	frozenset({'DeepSVDD', 'Z_score', 'RePEN', 'DeepSAD', 'Quartile'})
0.001	frozenset({'DeepSVDD', 'RePEN', 'DeepSAD', 'Quartile', 'Success'})
0.001	frozenset({'DeepSVDD', 'Z_score', 'RePEN', 'DeepSAD', 'Success'})
0.001	frozenset({'DevNet', 'DeepSVDD', 'DeepSAD', 'SLAD', 'Success'})
0.001	frozenset({'DevNet', 'DeepSVDD', 'DeepSAD', 'Success', 'ICL'})
0.001	frozenset({'DeepSVDD', 'PReNet', 'DeepSAD', 'Success', 'ICL'})
0.001	frozenset({'RoSAS', 'DevNet', 'DeepSVDD', 'DeepSAD', 'Success'})
0.001	frozenset({'DeepSVDD', 'Z_score', 'DeepSAD', 'Quartile', 'Success'})
0.001	frozenset({'RoSAS', 'RePEN', 'RCA', 'SLAD', 'DevNet'})
0.001	frozenset({'PReNet', 'RePEN', 'RCA', 'SLAD', 'DevNet'})
0.001	frozenset({'RoSAS', 'RePEN', 'DeepSAD', 'RCA', 'SLAD'})
0.001	frozenset({'PReNet', 'RePEN', 'DeepSAD', 'RCA', 'SLAD'})
0.001	frozenset({'PReNet', 'DeepSVDD', 'ICL'})
0.001	frozenset({'DeepSVDD', 'DeepSAD', 'RCA', 'DevNet', 'ICL'})
0.001	frozenset({'Quartile', 'DeepSVDD', 'DeepSAD'})
0.001	frozenset({'DevNet', 'DeepSVDD', 'RCA', 'SLAD', 'Success'})
0.001	frozenset({'Quartile', 'DevNet', 'Success', 'DeepSAD'})
0.001	frozenset({'PReNet', 'SLAD', 'ICL', 'DeepSAD'})
0.001	frozenset({'Quartile', 'DevNet', 'RePEN'})
0.001	frozenset({'SLAD', 'DevNet', 'NeuTraL', 'DeepSAD'})
0.001	frozenset({'SLAD', 'NeuTraL', 'Success', 'DeepSAD'})
0.001	frozenset({'DevNet', 'NeuTraL', 'RePEN'})
0.001	frozenset({'RCA', 'Z_score', 'DeepSAD'})
0.001	frozenset({'PReNet', 'RoSAS', 'ICL', 'DeepSAD'})
0.001	frozenset({'Quartile', 'ICL', 'Success', 'DeepSAD'})
0.001	frozenset({'RoSAS', 'DevNet', 'NeuTraL', 'DeepSAD'})
0.001	frozenset({'Quartile', 'DevNet', 'RCA'})
0.001	frozenset({'PReNet', 'DevNet', 'NeuTraL', 'Success'})
0.001	frozenset({'RoSAS', 'NeuTraL', 'Success', 'DeepSAD'})
0.001	frozenset({'RCA', 'NeuTraL', 'DeepSAD'})
0.001	frozenset({'DevNet', 'NeuTraL', 'RCA'})
0.001	frozenset({'Quartile', 'Z_score', 'Success', 'DeepSAD'})
