support	itemsets
0.002	frozenset({'Z_score', 'DeepSVDD'})
0.002	frozenset({'Z_score', 'Success'})
0.002	frozenset({'RCA', 'Quartile', 'Z_score'})
0.002	frozenset({'Z_score', 'Quartile', 'RePEN'})
0.002	frozenset({'Z_score', 'Quartile', 'DeepSVDD'})
0.002	frozenset({'Quartile', 'Z_score', 'Success'})
0.002	frozenset({'Z_score', 'RCA', 'RePEN'})
0.002	frozenset({'RePEN', 'SLAD', 'ICL'})
0.002	frozenset({'Z_score', 'RCA', 'DeepSVDD'})
0.002	frozenset({'RCA', 'Z_score', 'Success'})
0.002	frozenset({'RoSAS', 'Success', 'PReNet', 'ICL'})
0.002	frozenset({'DeepSAD', 'PReNet', 'DevNet', 'DeepSVDD', 'RePEN'})
0.002	frozenset({'DevNet', 'RePEN', 'DeepSVDD', 'PReNet'})
0.002	frozenset({'RePEN', 'Success', 'DeepSVDD', 'PReNet'})
0.002	frozenset({'DeepSAD', 'Quartile', 'RePEN', 'Success'})
0.002	frozenset({'DeepSAD', 'DevNet', 'SLAD', 'Success', 'RCA', 'RePEN'})
0.002	frozenset({'DeepSVDD', 'Quartile', 'RePEN'})
0.002	frozenset({'Quartile', 'DeepSVDD', 'Success'})
0.002	frozenset({'RCA', 'Quartile', 'DeepSVDD'})
0.002	frozenset({'DeepSVDD', 'Quartile', 'RePEN', 'Success'})
0.002	frozenset({'RCA', 'DeepSVDD', 'Quartile', 'RePEN'})
0.002	frozenset({'Quartile', 'DeepSVDD'})
0.002	frozenset({'RCA', 'Quartile', 'DeepSVDD', 'Success'})
0.002	frozenset({'DevNet', 'Success', 'SLAD', 'RCA', 'RePEN'})
0.002	frozenset({'Success', 'RCA', 'DeepSVDD', 'Quartile', 'RePEN'})
0.002	frozenset({'DeepSAD', 'DevNet', 'SLAD', 'RCA', 'RePEN'})
0.002	frozenset({'DeepSAD', 'Quartile', 'RePEN'})
0.002	frozenset({'DeepSAD', 'RCA', 'Quartile'})
0.002	frozenset({'DeepSAD', 'RCA', 'Quartile', 'Success'})
0.002	frozenset({'DevNet', 'RCA', 'RePEN', 'SLAD'})
0.002	frozenset({'DeepSAD', 'RCA', 'Quartile', 'RePEN'})
0.002	frozenset({'DeepSAD', 'DevNet', 'Success', 'RCA', 'RoSAS', 'RePEN'})
0.002	frozenset({'DeepSAD', 'DevNet', 'RCA', 'RoSAS', 'RePEN'})
0.002	frozenset({'DeepSAD', 'Success', 'RCA', 'RoSAS', 'RePEN'})
0.002	frozenset({'DeepSAD', 'RoSAS', 'RePEN', 'RCA'})
0.002	frozenset({'RePEN', 'DeepSVDD', 'PReNet'})
0.002	frozenset({'DeepSAD', 'Success', 'RCA', 'Quartile', 'RePEN'})
0.002	frozenset({'Z_score', 'Success', 'RCA', 'DeepSVDD', 'Quartile', 'RePEN'})
0.002	frozenset({'DeepSAD', 'PReNet', 'Success', 'DevNet', 'DeepSVDD'})
0.002	frozenset({'DevNet', 'Success', 'DeepSVDD', 'PReNet'})
0.002	frozenset({'RoSAS', 'RCA', 'Success', 'PReNet'})
0.002	frozenset({'SLAD', 'RePEN', 'PReNet'})
0.002	frozenset({'DeepSAD', 'RePEN', 'DeepSVDD', 'PReNet'})
0.002	frozenset({'RoSAS', 'DevNet', 'PReNet', 'ICL'})
0.002	frozenset({'Z_score', 'RePEN'})
0.002	frozenset({'Z_score', 'RCA', 'RePEN', 'Success'})
0.002	frozenset({'Z_score', 'RePEN', 'DeepSVDD', 'Success'})
0.002	frozenset({'Z_score', 'RCA', 'DeepSVDD', 'Success'})
0.002	frozenset({'RoSAS', 'RePEN', 'SLAD'})
0.002	frozenset({'GOAD', 'RoSAS', 'NeuTraL', 'Success'})
0.002	frozenset({'Z_score', 'Quartile', 'DeepSVDD', 'Success'})
0.002	frozenset({'DevNet', 'RCA', 'DeepSVDD', 'PReNet'})
0.002	frozenset({'RCA', 'DeepSVDD', 'RePEN', 'PReNet'})
0.002	frozenset({'GOAD', 'RoSAS', 'NeuTraL'})
0.002	frozenset({'Success', 'PReNet', 'DevNet', 'RCA', 'DeepSVDD'})
0.002	frozenset({'Success', 'PReNet', 'RCA', 'DeepSVDD', 'RePEN'})
0.002	frozenset({'DeepSAD', 'PReNet', 'DevNet', 'RCA', 'DeepSVDD'})
0.002	frozenset({'DeepSAD', 'PReNet', 'RCA', 'DeepSVDD', 'RePEN'})
0.002	frozenset({'RePEN', 'RCA', 'Z_score', 'DeepSVDD'})
0.002	frozenset({'PReNet', 'DevNet', 'RCA', 'DeepSVDD', 'RePEN'})
0.002	frozenset({'PReNet', 'Success', 'DevNet', 'ICL', 'RoSAS'})
0.002	frozenset({'DeepSAD', 'PReNet', 'DevNet', 'Success', 'RCA', 'DeepSVDD'})
0.002	frozenset({'RoSAS', 'Success', 'RePEN', 'SLAD'})
0.002	frozenset({'DeepSAD', 'DevNet', 'PReNet', 'Success', 'RCA', 'DeepSVDD', 'RePEN'})
0.002	frozenset({'DeepSAD', 'DevNet', 'PReNet', 'RCA', 'DeepSVDD', 'RePEN'})
0.002	frozenset({'PReNet', 'DevNet', 'Success', 'RCA', 'DeepSVDD', 'RePEN'})
0.002	frozenset({'Success', 'DeepSVDD', 'RePEN', 'Quartile', 'Z_score'})
0.002	frozenset({'DeepSAD', 'PReNet', 'Success', 'RCA', 'DeepSVDD', 'RePEN'})
0.002	frozenset({'Z_score', 'RCA', 'Quartile', 'RePEN'})
0.002	frozenset({'DeepSAD', 'SLAD', 'Success', 'ICL'})
0.002	frozenset({'Success', 'RCA', 'DeepSVDD', 'Quartile', 'Z_score'})
0.002	frozenset({'GOAD', 'DeepSVDD', 'SLAD', 'ICL'})
0.002	frozenset({'Z_score', 'DeepSVDD', 'Success'})
0.002	frozenset({'Z_score', 'RCA', 'Quartile', 'DeepSVDD'})
0.002	frozenset({'Success', 'RCA', 'RePEN', 'Quartile', 'Z_score'})
0.002	frozenset({'RCA', 'Quartile', 'Z_score', 'Success'})
0.002	frozenset({'Z_score', 'RCA', 'DeepSVDD', 'Quartile', 'RePEN'})
0.002	frozenset({'Z_score', 'DeepSVDD', 'Quartile', 'RePEN'})
0.002	frozenset({'SLAD', 'RePEN', 'Success', 'ICL'})
0.002	frozenset({'Z_score', 'RePEN', 'Success'})
0.002	frozenset({'Z_score', 'Quartile', 'RePEN', 'Success'})
0.002	frozenset({'Z_score', 'RePEN', 'DeepSVDD'})
0.002	frozenset({'Success', 'SLAD', 'ICL', 'DeepSVDD', 'GOAD'})
0.0015	frozenset({'DeepSAD', 'DevNet', 'PReNet', 'SLAD', 'RCA'})
0.0015	frozenset({'Success', 'PReNet', 'DevNet', 'RCA', 'RoSAS'})
0.0015	frozenset({'NeuTraL', 'RePEN', 'Success'})
0.0015	frozenset({'RoSAS', 'NeuTraL', 'DevNet', 'ICL'})
0.0015	frozenset({'DeepSAD', 'DevNet', 'SLAD', 'ICL'})
0.0015	frozenset({'DeepSAD', 'DevNet', 'Success', 'SLAD', 'ICL'})
0.0015	frozenset({'DevNet', 'RCA', 'SLAD', 'PReNet'})
0.0015	frozenset({'RCA', 'SLAD', 'Success', 'PReNet'})
0.0015	frozenset({'DeepSAD', 'RoSAS', 'DevNet', 'SLAD'})
0.0015	frozenset({'DeepSAD', 'RCA', 'SLAD', 'PReNet'})
0.0015	frozenset({'RoSAS', 'RCA', 'RePEN', 'SLAD'})
0.0015	frozenset({'RoSAS', 'RCA', 'Success', 'SLAD'})
0.0015	frozenset({'NeuTraL', 'DeepSVDD', 'ICL'})
0.0015	frozenset({'DevNet', 'Success', 'NeuTraL', 'SLAD'})
0.0015	frozenset({'RoSAS', 'RCA', 'DevNet', 'PReNet'})
0.0015	frozenset({'DeepSAD', 'RoSAS', 'Success', 'SLAD'})
0.0015	frozenset({'RoSAS', 'DevNet', 'SLAD'})
0.0015	frozenset({'Success', 'SLAD', 'RCA', 'RoSAS', 'RePEN'})
0.0015	frozenset({'DeepSAD', 'DevNet', 'Success', 'SLAD', 'RoSAS'})
0.0015	frozenset({'DevNet', 'SLAD', 'RePEN', 'PReNet'})
0.0015	frozenset({'DeepSAD', 'RoSAS', 'SLAD'})
0.0015	frozenset({'DeepSAD', 'RoSAS', 'DevNet', 'ICL'})
0.0015	frozenset({'DeepSAD', 'RCA', 'SLAD', 'ICL'})
0.0015	frozenset({'RCA', 'RePEN', 'SLAD', 'ICL'})
0.0015	frozenset({'DeepSAD', 'DevNet', 'PReNet', 'SLAD', 'RePEN'})
0.0015	frozenset({'DevNet', 'Success', 'PReNet', 'SLAD', 'RePEN'})
0.0015	frozenset({'DeepSAD', 'Success', 'SLAD', 'ICL', 'RCA'})
0.0015	frozenset({'RoSAS', 'RePEN', 'PReNet'})
0.0015	frozenset({'RoSAS', 'RCA', 'SLAD'})
0.0015	frozenset({'Success', 'SLAD', 'ICL', 'RCA', 'RePEN'})
0.0015	frozenset({'DevNet', 'NeuTraL', 'SLAD'})
0.0015	frozenset({'RoSAS', 'SLAD', 'Success', 'ICL'})
0.0015	frozenset({'RoSAS', 'DevNet', 'RePEN', 'PReNet'})
0.0015	frozenset({'RoSAS', 'Success', 'RePEN', 'PReNet'})
0.0015	frozenset({'DeepSAD', 'DevNet', 'PReNet', 'SLAD', 'Success', 'RePEN'})
0.0015	frozenset({'PReNet', 'Success', 'DevNet', 'RoSAS', 'RePEN'})
0.0015	frozenset({'NeuTraL', 'RePEN'})
0.0015	frozenset({'RCA', 'SLAD', 'PReNet'})
0.0015	frozenset({'Success', 'DevNet', 'ICL', 'NeuTraL', 'RoSAS'})
0.0015	frozenset({'RoSAS', 'SLAD', 'ICL'})
0.0015	frozenset({'DevNet', 'Success', 'PReNet', 'RCA', 'SLAD'})
0.0015	frozenset({'DeepSAD', 'DevNet', 'PReNet', 'SLAD', 'RCA', 'Success'})
0.0015	frozenset({'DeepSAD', 'RoSAS', 'ICL'})
0.0015	frozenset({'DeepSAD', 'Success', 'DevNet', 'ICL', 'RoSAS'})
0.0015	frozenset({'RoSAS', 'DevNet', 'Success', 'SLAD'})
0.0015	frozenset({'DeepSAD', 'Success', 'PReNet', 'SLAD', 'RCA'})
0.0015	frozenset({'DeepSAD', 'RoSAS', 'Success', 'ICL'})
0.001	frozenset({'DeepSAD', 'PReNet', 'DevNet', 'ICL', 'Success', 'RoSAS'})
0.001	frozenset({'DeepSAD', 'RoSAS', 'DeepSVDD', 'DevNet'})
0.001	frozenset({'DeepSAD', 'DeepSVDD', 'DevNet', 'ICL'})
0.001	frozenset({'DeepSAD', 'DevNet', 'Success', 'SLAD', 'DeepSVDD'})
0.001	frozenset({'RoSAS', 'DevNet', 'DeepSVDD', 'Success'})
0.001	frozenset({'DevNet', 'DeepSVDD', 'Success', 'ICL'})
0.001	frozenset({'DeepSAD', 'Success', 'DevNet', 'ICL', 'DeepSVDD'})
0.001	frozenset({'DeepSAD', 'DevNet', 'PReNet', 'SLAD', 'ICL', 'Success'})
0.001	frozenset({'DeepSAD', 'DevNet', 'DeepSVDD', 'SLAD'})
0.001	frozenset({'DevNet', 'NeuTraL', 'PReNet'})
0.001	frozenset({'DeepSAD', 'Success', 'PReNet', 'ICL', 'DeepSVDD'})
0.001	frozenset({'DevNet', 'Success', 'DeepSVDD', 'SLAD'})
0.001	frozenset({'DeepSAD', 'Success', 'DevNet', 'DeepSVDD', 'RoSAS'})
0.001	frozenset({'DeepSVDD', 'PReNet', 'ICL'})
0.001	frozenset({'Success', 'DeepSVDD', 'PReNet', 'ICL'})
0.001	frozenset({'DeepSAD', 'DeepSVDD', 'PReNet', 'ICL'})
0.001	frozenset({'DevNet', 'Success', 'NeuTraL', 'PReNet'})
0.001	frozenset({'DeepSAD', 'DevNet', 'SLAD', 'RCA', 'DeepSVDD', 'RePEN'})
0.001	frozenset({'Quartile', 'DevNet'})
0.001	frozenset({'Quartile', 'ICL'})
0.001	frozenset({'DeepSAD', 'RCA', 'Z_score'})
0.001	frozenset({'DeepSAD', 'Z_score', 'RePEN'})
0.001	frozenset({'DeepSAD', 'Z_score', 'DeepSVDD'})
0.001	frozenset({'DeepSAD', 'Z_score', 'Success'})
0.001	frozenset({'DeepSAD', 'RCA', 'Quartile', 'Z_score'})
0.001	frozenset({'DeepSAD', 'Z_score', 'Quartile', 'RePEN'})
0.001	frozenset({'DeepSAD', 'Z_score', 'Quartile', 'DeepSVDD'})
0.001	frozenset({'DeepSAD', 'Quartile', 'Z_score', 'Success'})
0.001	frozenset({'DeepSAD', 'RCA', 'Z_score', 'RePEN'})
0.001	frozenset({'DeepSAD', 'RCA', 'Z_score', 'DeepSVDD'})
0.001	frozenset({'DeepSAD', 'RCA', 'Z_score', 'Success'})
0.001	frozenset({'DeepSAD', 'RePEN', 'Z_score', 'DeepSVDD'})
0.001	frozenset({'DeepSAD', 'Z_score', 'RePEN', 'Success'})
0.001	frozenset({'DeepSAD', 'Z_score', 'DeepSVDD', 'Success'})
0.001	frozenset({'DeepSAD', 'RCA', 'RePEN', 'Quartile', 'Z_score'})
0.001	frozenset({'DeepSAD', 'RCA', 'DeepSVDD', 'Quartile', 'Z_score'})
0.001	frozenset({'DeepSAD', 'Success', 'RCA', 'Quartile', 'Z_score'})
0.001	frozenset({'DeepSAD', 'Z_score', 'DeepSVDD', 'Quartile', 'RePEN'})
0.001	frozenset({'DeepSAD', 'Success', 'RePEN', 'Quartile', 'Z_score'})
0.001	frozenset({'DeepSAD', 'Success', 'DeepSVDD', 'Quartile', 'Z_score'})
0.001	frozenset({'DeepSAD', 'Z_score', 'RCA', 'DeepSVDD', 'RePEN'})
0.001	frozenset({'DeepSAD', 'Success', 'RCA', 'RePEN', 'Z_score'})
0.001	frozenset({'DeepSAD', 'Success', 'RCA', 'DeepSVDD', 'Z_score'})
0.001	frozenset({'DeepSAD', 'Z_score', 'Success', 'DeepSVDD', 'RePEN'})
0.001	frozenset({'DeepSAD', 'Z_score', 'RCA', 'DeepSVDD', 'Quartile', 'RePEN'})
0.001	frozenset({'DeepSAD', 'Success', 'RCA', 'RePEN', 'Quartile', 'Z_score'})
0.001	frozenset({'DeepSAD', 'Success', 'RCA', 'DeepSVDD', 'Quartile', 'Z_score'})
0.001	frozenset({'DeepSAD', 'Z_score', 'Success', 'DeepSVDD', 'Quartile', 'RePEN'})
0.001	frozenset({'DeepSAD', 'Z_score', 'Success', 'RCA', 'DeepSVDD', 'RePEN'})
0.001	frozenset({'DeepSAD', 'Quartile', 'Z_score'})
0.001	frozenset({'DeepSAD', 'Z_score'})
0.001	frozenset({'DeepSAD', 'Quartile', 'Success', 'ICL'})
0.001	frozenset({'DevNet', 'Quartile', 'Success'})
0.001	frozenset({'DeepSAD', 'DevNet', 'PReNet', 'SLAD', 'ICL'})
0.001	frozenset({'DeepSAD', 'PReNet', 'Success', 'SLAD', 'ICL'})
0.001	frozenset({'DeepSAD', 'SLAD', 'PReNet', 'ICL'})
0.001	frozenset({'DeepSAD', 'Quartile', 'DeepSVDD'})
0.001	frozenset({'DeepSAD', 'DeepSVDD', 'Quartile', 'RePEN'})
0.001	frozenset({'DeepSAD', 'Quartile', 'DeepSVDD', 'Success'})
0.001	frozenset({'DeepSAD', 'RCA', 'Quartile', 'DeepSVDD'})
0.001	frozenset({'DeepSAD', 'Success', 'DeepSVDD', 'Quartile', 'RePEN'})
0.001	frozenset({'DeepSAD', 'RCA', 'DeepSVDD', 'Quartile', 'RePEN'})
0.001	frozenset({'DeepSAD', 'Success', 'RCA', 'DeepSVDD', 'Quartile'})
0.001	frozenset({'DeepSAD', 'Success', 'RCA', 'DeepSVDD', 'Quartile', 'RePEN'})
0.001	frozenset({'DeepSAD', 'Quartile', 'DevNet'})
0.001	frozenset({'Quartile', 'RePEN', 'DevNet'})
0.001	frozenset({'RCA', 'Quartile', 'DevNet'})
0.001	frozenset({'Quartile', 'Success', 'ICL'})
0.001	frozenset({'DeepSAD', 'Quartile', 'RePEN', 'DevNet'})
0.001	frozenset({'DeepSAD', 'DevNet', 'Quartile', 'Success'})
0.001	frozenset({'DeepSAD', 'RCA', 'Quartile', 'DevNet'})
0.001	frozenset({'DevNet', 'Quartile', 'RePEN', 'Success'})
0.001	frozenset({'RCA', 'Quartile', 'RePEN', 'DevNet'})
0.001	frozenset({'DevNet', 'RCA', 'Quartile', 'Success'})
0.001	frozenset({'DeepSAD', 'Success', 'DevNet', 'Quartile', 'RePEN'})
0.001	frozenset({'DeepSAD', 'DevNet', 'RCA', 'Quartile', 'RePEN'})
0.001	frozenset({'DeepSAD', 'Success', 'DevNet', 'RCA', 'Quartile'})
0.001	frozenset({'Success', 'DevNet', 'RCA', 'Quartile', 'RePEN'})
0.001	frozenset({'DeepSAD', 'DevNet', 'Success', 'RCA', 'Quartile', 'RePEN'})
0.001	frozenset({'DeepSAD', 'Quartile', 'ICL'})
0.001	frozenset({'DevNet', 'DeepSVDD', 'SLAD'})
0.001	frozenset({'DeepSVDD', 'DevNet', 'ICL'})
0.001	frozenset({'DeepSAD', 'DevNet', 'Success', 'RCA', 'DeepSVDD', 'RoSAS'})
0.001	frozenset({'RoSAS', 'DeepSVDD', 'DevNet'})
0.001	frozenset({'GOAD', 'RoSAS', 'RePEN'})
0.001	frozenset({'RePEN', 'DeepSVDD', 'DevNet', 'ICL'})
0.001	frozenset({'DeepSAD', 'DevNet', 'ICL', 'DeepSVDD', 'RePEN'})
0.001	frozenset({'Success', 'DevNet', 'ICL', 'DeepSVDD', 'RePEN'})
0.001	frozenset({'DeepSAD', 'DevNet', 'ICL', 'Success', 'DeepSVDD', 'RePEN'})
0.001	frozenset({'DeepSAD', 'RoSAS', 'NeuTraL'})
0.001	frozenset({'GOAD', 'RePEN', 'ICL'})
0.001	frozenset({'GOAD', 'RePEN', 'SLAD', 'ICL'})
0.001	frozenset({'DeepSAD', 'Success', 'PReNet', 'ICL', 'RoSAS'})
0.001	frozenset({'GOAD', 'RePEN', 'Success', 'ICL'})
0.001	frozenset({'Success', 'SLAD', 'ICL', 'GOAD', 'RePEN'})
0.001	frozenset({'GOAD', 'RoSAS', 'RePEN', 'SLAD'})
0.001	frozenset({'GOAD', 'RoSAS', 'RePEN', 'Success'})
0.001	frozenset({'Success', 'SLAD', 'GOAD', 'RoSAS', 'RePEN'})
0.001	frozenset({'RoSAS', 'DeepSVDD', 'RePEN'})
0.001	frozenset({'RCA', 'DeepSVDD', 'PReNet', 'ICL'})
0.001	frozenset({'RCA', 'DeepSVDD', 'DevNet', 'ICL'})
0.001	frozenset({'Success', 'PReNet', 'ICL', 'RCA', 'DeepSVDD'})
0.001	frozenset({'DeepSAD', 'PReNet', 'ICL', 'RCA', 'DeepSVDD'})
0.001	frozenset({'DeepSAD', 'PReNet', 'ICL', 'Success', 'RCA', 'DeepSVDD'})
0.001	frozenset({'DevNet', 'ICL', 'RCA', 'DeepSVDD', 'RePEN'})
0.001	frozenset({'Success', 'DevNet', 'ICL', 'RCA', 'DeepSVDD'})
0.001	frozenset({'DeepSAD', 'DevNet', 'ICL', 'RCA', 'DeepSVDD'})
0.001	frozenset({'DevNet', 'ICL', 'Success', 'RCA', 'DeepSVDD', 'RePEN'})
0.001	frozenset({'DeepSAD', 'DevNet', 'ICL', 'RCA', 'DeepSVDD', 'RePEN'})
0.001	frozenset({'DeepSAD', 'DevNet', 'ICL', 'Success', 'RCA', 'DeepSVDD'})
0.001	frozenset({'DeepSAD', 'DevNet', 'ICL', 'Success', 'RCA', 'DeepSVDD', 'RePEN'})
0.001	frozenset({'DevNet', 'RCA', 'SLAD', 'ICL'})
0.001	frozenset({'DeepSAD', 'DevNet', 'SLAD', 'ICL', 'RCA'})
0.001	frozenset({'DevNet', 'Success', 'SLAD', 'RCA', 'ICL'})
0.001	frozenset({'DeepSAD', 'DevNet', 'SLAD', 'ICL', 'RCA', 'Success'})
0.001	frozenset({'RCA', 'NeuTraL', 'DeepSVDD'})
0.001	frozenset({'DeepSAD', 'RoSAS', 'RePEN', 'PReNet'})
0.001	frozenset({'DeepSAD', 'PReNet', 'DevNet', 'RoSAS', 'RePEN'})
0.001	frozenset({'DeepSAD', 'Success', 'PReNet', 'RoSAS', 'RePEN'})
0.001	frozenset({'Success', 'ICL', 'NeuTraL', 'GOAD', 'RoSAS'})
0.001	frozenset({'DeepSAD', 'DevNet', 'SLAD', 'Success', 'RCA', 'DeepSVDD', 'RePEN'})
0.001	frozenset({'DeepSAD', 'DevNet', 'SLAD', 'Success', 'RCA', 'DeepSVDD'})
0.001	frozenset({'DevNet', 'SLAD', 'RCA', 'DeepSVDD', 'RePEN'})
0.001	frozenset({'DevNet', 'Success', 'SLAD', 'RCA', 'DeepSVDD'})
0.001	frozenset({'DeepSAD', 'DevNet', 'SLAD', 'RCA', 'DeepSVDD'})
0.001	frozenset({'RCA', 'SLAD', 'RePEN', 'PReNet'})
0.001	frozenset({'DevNet', 'PReNet', 'SLAD', 'RCA', 'RePEN'})
0.001	frozenset({'DeepSAD', 'PReNet', 'SLAD', 'RCA', 'RePEN'})
0.001	frozenset({'Success', 'PReNet', 'SLAD', 'RCA', 'RePEN'})
0.001	frozenset({'DeepSAD', 'DevNet', 'SLAD', 'PReNet', 'RCA', 'RePEN'})
0.001	frozenset({'DevNet', 'PReNet', 'SLAD', 'RCA', 'Success', 'RePEN'})
0.001	frozenset({'DeepSAD', 'PReNet', 'SLAD', 'Success', 'RCA', 'RePEN'})
0.001	frozenset({'DeepSAD', 'DevNet', 'SLAD', 'PReNet', 'RCA', 'Success', 'RePEN'})
0.001	frozenset({'DevNet', 'RCA', 'DeepSVDD', 'SLAD'})
0.001	frozenset({'GOAD', 'RoSAS', 'NeuTraL', 'ICL'})
0.001	frozenset({'DeepSAD', 'PReNet', 'DevNet', 'Success', 'RoSAS', 'RePEN'})
0.001	frozenset({'DeepSAD', 'NeuTraL', 'SLAD'})
0.001	frozenset({'DeepSAD', 'DevNet', 'Success', 'DeepSVDD', 'RoSAS', 'RePEN'})
0.001	frozenset({'Success', 'DevNet', 'DeepSVDD', 'RoSAS', 'RePEN'})
0.001	frozenset({'DeepSAD', 'Success', 'DeepSVDD', 'RoSAS', 'RePEN'})
0.001	frozenset({'DeepSAD', 'DevNet', 'DeepSVDD', 'RoSAS', 'RePEN'})
0.001	frozenset({'RoSAS', 'DeepSVDD', 'RePEN', 'Success'})
0.001	frozenset({'RoSAS', 'DeepSVDD', 'RePEN', 'DevNet'})
0.001	frozenset({'DeepSAD', 'RoSAS', 'DeepSVDD', 'RePEN'})
0.001	frozenset({'DeepSAD', 'DevNet', 'SLAD', 'Success', 'RoSAS', 'RePEN'})
0.001	frozenset({'DeepSAD', 'DevNet', 'SLAD', 'RoSAS', 'RePEN'})
0.001	frozenset({'DevNet', 'Success', 'SLAD', 'RoSAS', 'RePEN'})
0.001	frozenset({'DeepSAD', 'Success', 'SLAD', 'RoSAS', 'RePEN'})
0.001	frozenset({'RoSAS', 'DevNet', 'RePEN', 'SLAD'})
0.001	frozenset({'DeepSAD', 'RoSAS', 'RePEN', 'SLAD'})
0.001	frozenset({'DeepSAD', 'RCA', 'NeuTraL'})
0.001	frozenset({'RCA', 'NeuTraL', 'DevNet'})
0.001	frozenset({'RCA', 'NeuTraL', 'RePEN'})
0.001	frozenset({'NeuTraL', 'RePEN', 'DevNet'})
0.001	frozenset({'DeepSAD', 'DevNet', 'RCA', 'DeepSVDD', 'RoSAS', 'RePEN'})
0.001	frozenset({'DeepSAD', 'Success', 'RCA', 'DeepSVDD', 'RoSAS', 'RePEN'})
0.001	frozenset({'DevNet', 'SLAD', 'Success', 'RCA', 'DeepSVDD', 'RePEN'})
0.001	frozenset({'DevNet', 'Success', 'RCA', 'DeepSVDD', 'RoSAS', 'RePEN'})
0.001	frozenset({'DeepSAD', 'DevNet', 'Success', 'RCA', 'DeepSVDD', 'RoSAS', 'RePEN'})
0.001	frozenset({'GOAD', 'RCA', 'ICL'})
0.001	frozenset({'GOAD', 'RCA', 'SLAD', 'ICL'})
0.001	frozenset({'GOAD', 'RCA', 'RePEN', 'ICL'})
0.001	frozenset({'GOAD', 'RCA', 'Success', 'ICL'})
0.001	frozenset({'SLAD', 'ICL', 'RCA', 'GOAD', 'RePEN'})
0.001	frozenset({'Success', 'SLAD', 'ICL', 'RCA', 'GOAD'})
0.001	frozenset({'Success', 'ICL', 'RCA', 'GOAD', 'RePEN'})
0.001	frozenset({'SLAD', 'ICL', 'Success', 'RCA', 'GOAD', 'RePEN'})
0.001	frozenset({'DevNet', 'NeuTraL', 'RePEN', 'Success'})
0.001	frozenset({'DeepSAD', 'DevNet', 'SLAD', 'Success', 'DeepSVDD', 'RePEN'})
0.001	frozenset({'Success', 'RCA', 'DeepSVDD', 'RoSAS', 'RePEN'})
0.001	frozenset({'DevNet', 'Success', 'SLAD', 'DeepSVDD', 'RePEN'})
0.001	frozenset({'DeepSAD', 'DevNet', 'SLAD', 'DeepSVDD', 'RePEN'})
0.001	frozenset({'DevNet', 'RePEN', 'DeepSVDD', 'SLAD'})
0.001	frozenset({'DeepSAD', 'DevNet', 'NeuTraL', 'SLAD'})
0.001	frozenset({'DeepSAD', 'Success', 'NeuTraL', 'SLAD'})
0.001	frozenset({'DeepSAD', 'DevNet', 'Success', 'SLAD', 'NeuTraL'})
0.001	frozenset({'DeepSAD', 'RoSAS', 'NeuTraL', 'DevNet'})
0.001	frozenset({'DeepSAD', 'RoSAS', 'NeuTraL', 'Success'})
0.001	frozenset({'DeepSAD', 'Success', 'DevNet', 'NeuTraL', 'RoSAS'})
0.001	frozenset({'NeuTraL', 'DeepSVDD', 'Success', 'ICL'})
0.001	frozenset({'DeepSAD', 'RoSAS', 'DeepSVDD'})
0.001	frozenset({'DeepSAD', 'RoSAS', 'PReNet', 'ICL'})
0.001	frozenset({'DeepSAD', 'RoSAS', 'DeepSVDD', 'Success'})
0.001	frozenset({'DeepSAD', 'PReNet', 'DevNet', 'ICL', 'RoSAS'})
0.001	frozenset({'Success', 'DevNet', 'RCA', 'DeepSVDD', 'RoSAS'})
0.001	frozenset({'DevNet', 'RCA', 'DeepSVDD', 'RoSAS', 'RePEN'})
0.001	frozenset({'RCA', 'NeuTraL', 'DeepSVDD', 'Success'})
0.001	frozenset({'DeepSAD', 'SLAD', 'RCA', 'RoSAS', 'RePEN'})
0.001	frozenset({'DeepSAD', 'RCA', 'NeuTraL', 'Success'})
0.001	frozenset({'DevNet', 'RCA', 'NeuTraL', 'Success'})
0.001	frozenset({'RCA', 'NeuTraL', 'RePEN', 'Success'})
0.001	frozenset({'RoSAS', 'RCA', 'DeepSVDD'})
0.001	frozenset({'RoSAS', 'RCA', 'RePEN', 'PReNet'})
0.001	frozenset({'DeepSAD', 'RoSAS', 'PReNet', 'RCA'})
0.001	frozenset({'PReNet', 'DevNet', 'RCA', 'RoSAS', 'RePEN'})
0.001	frozenset({'Success', 'PReNet', 'RCA', 'RoSAS', 'RePEN'})
0.001	frozenset({'PReNet', 'DevNet', 'Success', 'RCA', 'RoSAS', 'RePEN'})
0.001	frozenset({'DeepSAD', 'PReNet', 'DevNet', 'RCA', 'RoSAS'})
0.001	frozenset({'DeepSAD', 'Success', 'PReNet', 'RCA', 'RoSAS'})
0.001	frozenset({'DeepSAD', 'PReNet', 'DevNet', 'Success', 'RCA', 'RoSAS'})
0.001	frozenset({'DeepSAD', 'RoSAS', 'SLAD', 'RCA'})
0.001	frozenset({'RoSAS', 'RCA', 'DevNet', 'SLAD'})
0.001	frozenset({'DevNet', 'SLAD', 'RCA', 'RoSAS', 'RePEN'})
0.001	frozenset({'DeepSAD', 'Success', 'RCA', 'DeepSVDD', 'RoSAS'})
0.001	frozenset({'DeepSAD', 'Success', 'SLAD', 'RCA', 'RoSAS'})
